date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:47:50	14549/14549	---M--	200	added ('OK')	image/jpeg	etag:%22f967b580c08598756a5c024d8ba8706d%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/img-20230705-182855-1.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/img-20230705-182855-1.jpg	(from https://smartmatertech.weebly.com/)
02:47:51	210877/210877	---M-Z	200	added ('OK')	text/css	etag:W/%226a4bf8a7-337bd%22	http://cdn11.editmysite.com/css/sites.css?buildtime=1782254304	C:/My%20Web%20Sites/my_weebly_backup/cdn11.editmysite.com/css/sitesf74a.css	(from https://smartmatertech.weebly.com/)
02:47:52	3911/3911	---M-Z	200	added ('OK')	text/css	etag:%226a501c3a-f47%22	http://cdn11.editmysite.com/css/old/fancybox.css?buildtime=1782254304	C:/My%20Web%20Sites/my_weebly_backup/cdn11.editmysite.com/css/old/fancyboxf74a.css	(from https://smartmatertech.weebly.com/)
02:47:53	12720/12720	---M-Z	200	added ('OK')	text/css	etag:W/%226a4bf8a7-31b0%22	http://cdn11.editmysite.com/css/social-icons.css?buildtime=1782254304	C:/My%20Web%20Sites/my_weebly_backup/cdn11.editmysite.com/css/social-iconsf74a.css	(from https://smartmatertech.weebly.com/)
02:47:53	115430/115430	---M--	200	added ('OK')	image/jpeg	etag:%22789da6a498231de3d8a870489b0fc927%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/7ce349466e4d80b39e69928593fd832-orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/7ce349466e4d80b39e69928593fd832-orig.jpg	(from https://smartmatertech.weebly.com/)
02:47:55	1758/1758	---M-Z	200	added ('OK')	text/css	etag:%226a4bc262-6de%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2	C:/My%20Web%20Sites/my_weebly_backup/cdn2.editmysite.com/fonts/Quattrocento_Sans/fontc81e.css	(from https://smartmatertech.weebly.com/)
02:47:55	32819/32819	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Jul%202026%2018:45:28%20GMT	https://smartmatertech.weebly.com/files/main_style.css?1782292017	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/files/main_style461a.css	(from https://smartmatertech.weebly.com/)
02:47:55	856/856	---M-Z	200	added ('OK')	text/css	etag:%226a4bc262-358%22	http://cdn2.editmysite.com/fonts/Quattrocento/font.css?2	C:/My%20Web%20Sites/my_weebly_backup/cdn2.editmysite.com/fonts/Quattrocento/fontc81e.css	(from https://smartmatertech.weebly.com/)
02:47:55	2602/2602	---M-Z	200	added ('OK')	text/css	etag:%226a4bc261-a2a%22	http://cdn2.editmysite.com/fonts/Open_Sans/font.css?2	C:/My%20Web%20Sites/my_weebly_backup/cdn2.editmysite.com/fonts/Open_Sans/fontc81e.css	(from https://smartmatertech.weebly.com/)
02:47:56	7160/7160	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2014%20Jul%202026%2018:45:31%20GMT	https://smartmatertech.weebly.com/files/templateArtifacts.js?1782292017	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/files/templateArtifacts461a.js	(from https://smartmatertech.weebly.com/)
02:47:56	93636/93636	---M-Z	200	added ('OK')	application/javascript	etag:%226a441872-16dc4%22	https://cdn11.editmysite.com/js/jquery-1.8.3.min.js	C:/My%20Web%20Sites/my_weebly_backup/cdn11.editmysite.com/js/jquery-1.8.3.min.js	(from https://smartmatertech.weebly.com/)
02:47:58	976/976	---MC-	200	added ('OK')	text/javascript	date:Tue,%2014%20Jul%202026%2018:45:32%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/my_weebly_backup/www.google.com/recaptcha/api.js	(from https://smartmatertech.weebly.com/)
02:48:01	207210/207210	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:33%20GMT	https://smartmatertech.weebly.com/shape-memory-materialstechnology.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-materialstechnology.html	(from https://smartmatertech.weebly.com/)
02:48:01	189147/189147	---M-Z	200	added ('OK')	application/javascript	etag:%226a44186c-2e2db%22	http://cdn2.editmysite.com/js/lang/en/stl.js?buildTime=1782254304&	C:/My%20Web%20Sites/my_weebly_backup/cdn2.editmysite.com/js/lang/en/stl4fd6.js	(from https://smartmatertech.weebly.com/)
02:48:03	155600/155600	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:34%20GMT	https://smartmatertech.weebly.com/shape-memory-alloys.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-alloys.html	(from https://smartmatertech.weebly.com/)
02:48:07	146530/146530	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:37%20GMT	https://smartmatertech.weebly.com/shape-memory-alloy-actuators.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-alloy-actuators.html	(from https://smartmatertech.weebly.com/)
02:48:08	144411/144411	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:37%20GMT	https://smartmatertech.weebly.com/grains-and-deformation.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/grains-and-deformation.html	(from https://smartmatertech.weebly.com/)
02:48:10	151499/151499	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:39%20GMT	https://smartmatertech.weebly.com/sma-suppliers.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/sma-suppliers.html	(from https://smartmatertech.weebly.com/)
02:48:11	481002/481002	---M-Z	200	added ('OK')	application/javascript	etag:%226a441891-756ea%22	http://cdn11.editmysite.com/js/site/main.js?buildtime=1782254304	C:/My%20Web%20Sites/my_weebly_backup/cdn11.editmysite.com/js/site/mainf74a.js	(from https://smartmatertech.weebly.com/)
02:48:12	141485/141485	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:43%20GMT	https://smartmatertech.weebly.com/thermo-responsive.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/thermo-responsive.html	(from https://smartmatertech.weebly.com/)
02:48:12	164523/164523	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:43%20GMT	https://smartmatertech.weebly.com/shape-memory-polymers.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-polymers.html	(from https://smartmatertech.weebly.com/)
02:48:12	165528/165528	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:46%20GMT	https://smartmatertech.weebly.com/heating-responsive.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/heating-responsive.html	(from https://smartmatertech.weebly.com/)
02:48:12	149739/149739	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:47%20GMT	https://smartmatertech.weebly.com/thermo-plastic-elastic-smp.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/thermo-plastic-elastic-smp.html	(from https://smartmatertech.weebly.com/)
02:48:12	159903/159903	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:47%20GMT	https://smartmatertech.weebly.com/bodyroom-temperature-programmable.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/bodyroom-temperature-programmable.html	(from https://smartmatertech.weebly.com/)
02:48:12	148370/148370	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:48%20GMT	https://smartmatertech.weebly.com/thermoset-elastic-smp.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/thermoset-elastic-smp.html	(from https://smartmatertech.weebly.com/)
02:48:13	160939/160939	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:48%20GMT	https://smartmatertech.weebly.com/bodyroom-temperature-programmable1.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/bodyroom-temperature-programmable1.html	(from https://smartmatertech.weebly.com/)
02:48:13	141807/141807	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:48%20GMT	https://smartmatertech.weebly.com/tailoring-tg-of-polymers-via-alloying.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/tailoring-tg-of-polymers-via-alloying.html	(from https://smartmatertech.weebly.com/)
02:48:13	164911/164911	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:49%20GMT	https://smartmatertech.weebly.com/vitrimer.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/vitrimer.html	(from https://smartmatertech.weebly.com/)
02:48:14	181090/181090	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:49%20GMT	https://smartmatertech.weebly.com/3d-printing-filaments.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/3d-printing-filaments.html	(from https://smartmatertech.weebly.com/)
02:48:14	142119/142119	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:49%20GMT	https://smartmatertech.weebly.com/show-time.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/show-time.html	(from https://smartmatertech.weebly.com/)
02:48:14	140240/140240	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:49%20GMT	https://smartmatertech.weebly.com/body-temperature-programmable-elastic-shape-memory-materials-a-brief-history.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/body-temperature-programmable-elastic-shape-memory-materials-a-brief-history.html	(from https://smartmatertech.weebly.com/)
02:48:14	163290/163290	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:50%20GMT	https://smartmatertech.weebly.com/cooling-responsive.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/cooling-responsive.html	(from https://smartmatertech.weebly.com/)
02:48:15	142226/142226	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:50%20GMT	https://smartmatertech.weebly.com/cooling-responsive-shape-memory-materials-a-brief-history.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/cooling-responsive-shape-memory-materials-a-brief-history.html	(from https://smartmatertech.weebly.com/)
02:48:15	182165/182165	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:50%20GMT	https://smartmatertech.weebly.com/chemo-responsive.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/chemo-responsive.html	(from https://smartmatertech.weebly.com/)
02:48:15	154597/154597	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:50%20GMT	https://smartmatertech.weebly.com/electrospinning-fundametals.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/electrospinning-fundametals.html	(from https://smartmatertech.weebly.com/)
02:48:16	148996/148996	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:51%20GMT	https://smartmatertech.weebly.com/natural-biopolymers.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/natural-biopolymers.html	(from https://smartmatertech.weebly.com/)
02:48:16	161085/161085	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:51%20GMT	https://smartmatertech.weebly.com/water-responsive-sme-a-brief-history.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/water-responsive-sme-a-brief-history.html	(from https://smartmatertech.weebly.com/)
02:48:16	170590/170590	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:51%20GMT	https://smartmatertech.weebly.com/hydrogel.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/hydrogel.html	(from https://smartmatertech.weebly.com/)
02:48:16	185349/185349	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:51%20GMT	https://smartmatertech.weebly.com/simulation-of-smp.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/simulation-of-smp.html	(from https://smartmatertech.weebly.com/)
02:48:17	193001/193001	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:52%20GMT	https://smartmatertech.weebly.com/shape-memory-hybrids.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-hybrids.html	(from https://smartmatertech.weebly.com/)
02:48:17	151815/151815	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:52%20GMT	https://smartmatertech.weebly.com/electro-activated-shape-memory-hybrid.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/electro-activated-shape-memory-hybrid.html	(from https://smartmatertech.weebly.com/)
02:48:17	150632/150632	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:52%20GMT	https://smartmatertech.weebly.com/smhs-tailorable-properties.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/smhs-tailorable-properties.html	(from https://smartmatertech.weebly.com/)
02:48:17	154774/154774	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:53%20GMT	https://smartmatertech.weebly.com/shape-memory-hybrids-a-brief-history.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-hybrids-a-brief-history.html	(from https://smartmatertech.weebly.com/)
02:48:17	161032/161032	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:53%20GMT	https://smartmatertech.weebly.com/triplemultiple-sme.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/triplemultiple-sme.html	(from https://smartmatertech.weebly.com/)
02:48:18	179798/179798	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:53%20GMT	https://smartmatertech.weebly.com/reversibleshape-change-effect.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/reversibleshape-change-effect.html	(from https://smartmatertech.weebly.com/)
02:48:18	182392/182392	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:53%20GMT	https://smartmatertech.weebly.com/programming-conditions.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/programming-conditions.html	(from https://smartmatertech.weebly.com/)
02:48:18	144716/144716	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:54%20GMT	https://smartmatertech.weebly.com/temperature-memory-effect-in-dsc.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/temperature-memory-effect-in-dsc.html	(from https://smartmatertech.weebly.com/)
02:48:18	193154/193154	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:54%20GMT	https://smartmatertech.weebly.com/buckling-2283331283.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/buckling-2283331283.html	(from https://smartmatertech.weebly.com/)
02:48:19	151159/151159	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:54%20GMT	https://smartmatertech.weebly.com/constrained-recovery-of-2way-eva.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/constrained-recovery-of-2way-eva.html	(from https://smartmatertech.weebly.com/)
02:48:19	192782/192782	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:54%20GMT	https://smartmatertech.weebly.com/shape-memory-structures.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-structures.html	(from https://smartmatertech.weebly.com/)
02:48:19	147520/147520	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:55%20GMT	https://smartmatertech.weebly.com/shape-memory-composites.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-composites.html	(from https://smartmatertech.weebly.com/)
02:48:20	161531/161531	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:55%20GMT	https://smartmatertech.weebly.com/intro--refs.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/intro--refs.html	(from https://smartmatertech.weebly.com/)
02:48:20	174430/174430	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:55%20GMT	https://smartmatertech.weebly.com/sme-in-commercial-polymers.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/sme-in-commercial-polymers.html	(from https://smartmatertech.weebly.com/)
02:48:20	148036/148036	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:55%20GMT	https://smartmatertech.weebly.com/smm-introduction-videos.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/smm-introduction-videos.html	(from https://smartmatertech.weebly.com/)
02:48:21	147521/147521	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:56%20GMT	https://smartmatertech.weebly.com/pmma-acrylic.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/pmma-acrylic.html	(from https://smartmatertech.weebly.com/)
02:48:21	141687/141687	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:56%20GMT	https://smartmatertech.weebly.com/diy.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/diy.html	(from https://smartmatertech.weebly.com/)
02:48:21	146876/146876	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:56%20GMT	https://smartmatertech.weebly.com/laser-engraving-and-beyond.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/laser-engraving-and-beyond.html	(from https://smartmatertech.weebly.com/)
02:48:21	140816/140816	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:56%20GMT	https://smartmatertech.weebly.com/diy-step-by-step-to-protect-power-charge-cable-33258210462080530005324472550922836204452525223618.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/diy-step-by-step-to-protect-power-charge-cable-33258210462080530005324472550922836204452525223618.html	(from https://smartmatertech.weebly.com/)
02:48:21	143771/143771	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:57%20GMT	https://smartmatertech.weebly.com/diy-smp-screw-3325821046244182936635760245183474619997.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/diy-smp-screw-3325821046244182936635760245183474619997.html	(from https://smartmatertech.weebly.com/)
02:48:22	142908/142908	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:57%20GMT	https://smartmatertech.weebly.com/diy-shape-memory-foam-3325821046244182936635760245182802332501.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/diy-shape-memory-foam-3325821046244182936635760245182802332501.html	(from https://smartmatertech.weebly.com/)
02:48:22	149934/149934	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:57%20GMT	https://smartmatertech.weebly.com/diy-shape-memory-shoes-33258210462441829366357602451838795.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/diy-shape-memory-shoes-33258210462441829366357602451838795.html	(from https://smartmatertech.weebly.com/)
02:48:22	143372/143372	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:58%20GMT	https://smartmatertech.weebly.com/modifying-superelastic-nitinol-36229243773822138043357602451821512373292591324615.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/modifying-superelastic-nitinol-36229243773822138043357602451821512373292591324615.html	(from https://smartmatertech.weebly.com/)
02:48:22	140952/140952	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:58%20GMT	https://smartmatertech.weebly.com/goggles.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/goggles.html	(from https://smartmatertech.weebly.com/)
02:48:23	142173/142173	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:58%20GMT	https://smartmatertech.weebly.com/temple-tip-retainers-3052438236384502836938057.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/temple-tip-retainers-3052438236384502836938057.html	(from https://smartmatertech.weebly.com/)
02:48:23	142099/142099	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:58%20GMT	https://smartmatertech.weebly.com/nose-pads.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/nose-pads.html	(from https://smartmatertech.weebly.com/)
02:48:23	142428/142428	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:59%20GMT	https://smartmatertech.weebly.com/3078933014tpu26679216972104620316-25605252922796931243.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/3078933014tpu26679216972104620316-25605252922796931243.html	(from https://smartmatertech.weebly.com/)
02:48:24	145824/145824	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:59%20GMT	https://smartmatertech.weebly.com/unlock-smart-phones.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/unlock-smart-phones.html	(from https://smartmatertech.weebly.com/)
02:48:24	282/282	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jul%202026%2018:45:59%20GMT	https://smartmatertech.weebly.com/projects.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/projects.html	(from https://smartmatertech.weebly.com/)
02:48:24	146322/146322	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:45:59%20GMT	https://smartmatertech.weebly.com/projects	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/projects.html	(from https://smartmatertech.weebly.com/)
02:48:24	148014/148014	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:46:00%20GMT	https://smartmatertech.weebly.com/biomedical-applications-299832928921307301032421229992.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/biomedical-applications-299832928921307301032421229992.html	(from https://smartmatertech.weebly.com/)
02:48:24	175604/175604	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:46:00%20GMT	https://smartmatertech.weebly.com/self-tightening-band-aid-332582591032553210192148736148.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/self-tightening-band-aid-332582591032553210192148736148.html	(from https://smartmatertech.weebly.com/)
02:48:25	146627/146627	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:46:00%20GMT	https://smartmatertech.weebly.com/self-tightening-staple-332582591032553251632641538025.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/self-tightening-staple-332582591032553251632641538025.html	(from https://smartmatertech.weebly.com/)
02:48:25	150627/150627	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2018:46:00%20GMT	https://smartmatertech.weebly.com/shape-memory-plug-244182936635760245182664322622.html	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/shape-memory-plug-244182936635760245182664322622.html	(from https://smartmatertech.weebly.com/)
